timestamp_resource,x_resource,z_resource,rotation_resource,signaling_resource,score_resource,time,timestamp_1,x_1,z_1,rotation_1,signaling_1,score_1,timestamp_2,x_2,z_2,rotation_2,signaling_2,score_2,timestamp_3,x_3,z_3,rotation_3,signaling_3,score_3
103499,0,-24,226,0,0,103.5,103479.0,0.0,-11.0,0.0,0.0,831.0,103519.0,-4.0,-11.0,314.0,0.0,465.0,103519.0,-11.0,24.0,237.0,0.0,35.0
103599,0,-25,226,0,0,103.6,103579.0,0.0,-11.0,0.0,0.0,831.0,103619.0,-4.0,-10.0,324.0,0.0,465.0,103619.0,-11.0,24.0,237.0,0.0,35.0
103699,0,-25,226,0,0,103.7,103679.0,0.0,-11.0,0.0,0.0,831.0,103719.0,-4.0,-10.0,335.0,0.0,493.0,103719.0,-11.0,24.0,237.0,0.0,35.0
103799,0,-25,226,0,0,103.8,103779.0,0.0,-11.0,0.0,0.0,831.0,103819.0,-5.0,-9.0,352.0,0.0,493.0,103819.0,-11.0,24.0,237.0,0.0,35.0
103899,0,-25,226,0,0,103.9,103879.0,0.0,-11.0,0.0,0.0,831.0,103919.0,-5.0,-8.0,7.0,0.0,493.0,103919.0,-11.0,24.0,237.0,0.0,35.0
103999,-1,-26,226,0,0,104.0,103979.0,0.0,-11.0,0.0,0.0,831.0,104019.0,-5.0,-8.0,22.0,0.0,493.0,104019.0,-11.0,24.0,237.0,0.0,35.0
104099,-1,-26,226,0,0,104.1,104079.0,0.0,-11.0,0.0,0.0,831.0,104119.0,-4.0,-7.0,36.0,0.0,493.0,104119.0,-11.0,24.0,237.0,0.0,35.0
104199,-1,-26,226,0,0,104.2,104179.0,0.0,-11.0,0.0,0.0,857.0,104219.0,-4.0,-6.0,52.0,0.0,493.0,104219.0,-11.0,24.0,237.0,0.0,35.0
104299,-1,-26,226,0,0,104.3,104279.0,0.0,-11.0,0.0,0.0,857.0,104319.0,-3.0,-6.0,67.0,0.0,493.0,104319.0,-11.0,24.0,237.0,0.0,35.0
104399,-2,-27,226,0,0,104.4,104379.0,0.0,-11.0,0.0,0.0,857.0,104419.0,-3.0,-6.0,81.0,0.0,493.0,104419.0,-11.0,24.0,237.0,0.0,35.0
104499,-2,-27,226,0,0,104.5,104479.0,0.0,-11.0,0.0,0.0,857.0,104519.0,-2.0,-6.0,97.0,0.0,493.0,104519.0,-11.0,24.0,237.0,0.0,35.0
104599,-2,-27,226,0,0,104.6,104579.0,0.0,-11.0,0.0,0.0,857.0,104619.0,-1.0,-6.0,112.0,0.0,493.0,104619.0,-11.0,24.0,237.0,0.0,35.0
104699,-2,-27,226,0,0,104.7,104679.0,0.0,-11.0,0.0,0.0,857.0,104719.0,-1.0,-6.0,126.0,0.0,513.0,104719.0,-11.0,24.0,237.0,0.0,35.0
104799,-3,-28,226,0,0,104.8,104779.0,0.0,-11.0,0.0,0.0,857.0,104819.0,0.0,-7.0,141.0,0.0,513.0,104819.0,-11.0,24.0,237.0,0.0,35.0
104899,-3,-28,226,0,0,104.9,104879.0,0.0,-11.0,0.0,0.0,857.0,104919.0,0.0,-7.0,155.0,0.0,513.0,104919.0,-11.0,24.0,237.0,0.0,35.0
104999,-3,-28,226,0,0,105.0,104979.0,0.0,-11.0,0.0,0.0,857.0,105019.0,0.0,-8.0,164.0,0.0,513.0,105019.0,-11.0,24.0,237.0,0.0,35.0
105099,-3,-28,226,0,0,105.1,105079.0,0.0,-11.0,0.0,0.0,857.0,105119.0,0.0,-9.0,170.0,0.0,513.0,105119.0,-11.0,24.0,237.0,0.0,35.0
105199,-4,-29,227,0,0,105.2,105179.0,0.0,-11.0,0.0,0.0,875.0,105219.0,0.0,-9.0,175.0,0.0,513.0,105219.0,-11.0,24.0,237.0,0.0,35.0
105299,-4,-29,229,0,0,105.3,105279.0,0.0,-11.0,0.0,0.0,875.0,105319.0,0.0,-10.0,177.0,0.0,513.0,105319.0,-11.0,24.0,237.0,0.0,35.0
105399,-4,-29,233,0,0,105.4,105379.0,0.0,-11.0,0.0,0.0,875.0,105419.0,0.0,-10.0,177.0,0.0,513.0,105419.0,-11.0,24.0,237.0,0.0,35.0
105499,-4,-29,242,0,0,105.5,105479.0,0.0,-11.0,0.0,0.0,875.0,105519.0,1.0,-11.0,177.0,0.0,513.0,105519.0,-11.0,24.0,237.0,0.0,35.0
105599,-4,-29,254,0,0,105.6,105579.0,0.0,-11.0,0.0,0.0,875.0,105619.0,1.0,-11.0,177.0,0.0,513.0,105619.0,-11.0,24.0,237.0,0.0,35.0
105699,-4,-28,266,0,0,105.7,105679.0,0.0,-11.0,0.0,0.0,875.0,105719.0,1.0,-12.0,177.0,0.0,528.0,105719.0,-11.0,24.0,237.0,0.0,35.0
105799,-4,-28,278,0,0,105.8,105779.0,0.0,-11.0,0.0,0.0,875.0,105819.0,1.0,-13.0,177.0,0.0,528.0,105819.0,-11.0,24.0,237.0,0.0,35.0
105899,-4,-28,290,0,0,105.9,105879.0,0.0,-11.0,0.0,0.0,875.0,105919.0,1.0,-13.0,179.0,0.0,528.0,105919.0,-11.0,24.0,237.0,0.0,35.0
105999,-3,-28,302,0,0,106.0,105979.0,0.0,-11.0,0.0,0.0,875.0,106019.0,1.0,-14.0,185.0,0.0,528.0,106019.0,-11.0,24.0,237.0,0.0,35.0
106099,-3,-27,314,0,0,106.1,106079.0,0.0,-11.0,0.0,0.0,875.0,106119.0,1.0,-15.0,193.0,0.0,528.0,106119.0,-11.0,24.0,237.0,0.0,35.0
106199,-3,-27,326,0,0,106.2,106179.0,0.0,-11.0,0.0,0.0,896.0,106219.0,0.0,-15.0,200.0,0.0,528.0,106219.0,-11.0,24.0,237.0,0.0,35.0
106299,-3,-27,338,0,0,106.3,106279.0,0.0,-11.0,0.0,0.0,896.0,106319.0,0.0,-16.0,203.0,0.0,528.0,106319.0,-11.0,24.0,237.0,0.0,35.0
106399,-3,-27,350,0,0,106.4,106379.0,0.0,-11.0,0.0,0.0,896.0,106419.0,0.0,-17.0,203.0,0.0,528.0,106419.0,-11.0,24.0,237.0,0.0,35.0
106499,-3,-26,2,0,0,106.5,106479.0,0.0,-11.0,0.0,0.0,896.0,106519.0,0.0,-17.0,203.0,0.0,528.0,106519.0,-11.0,24.0,237.0,0.0,35.0
106599,-2,-26,13,0,0,106.6,106579.0,0.0,-11.0,0.0,0.0,896.0,106619.0,0.0,-18.0,203.0,0.0,528.0,106619.0,-11.0,24.0,237.0,0.0,35.0
106699,-2,-26,20,0,0,106.7,106679.0,0.0,-11.0,0.0,0.0,896.0,106719.0,0.0,-19.0,203.0,0.0,554.0,106719.0,-11.0,24.0,237.0,0.0,35.0
106799,-2,-25,25,0,0,106.8,106779.0,0.0,-11.0,0.0,0.0,896.0,106819.0,0.0,-19.0,203.0,0.0,554.0,106819.0,-11.0,24.0,237.0,0.0,35.0
106899,-2,-25,27,0,0,106.9,106879.0,0.0,-11.0,0.0,0.0,896.0,106919.0,0.0,-20.0,203.0,0.0,554.0,106919.0,-11.0,24.0,237.0,0.0,35.0
106999,-2,-25,29,0,0,107.0,106979.0,0.0,-11.0,0.0,0.0,896.0,107019.0,-1.0,-21.0,203.0,0.0,554.0,107019.0,-11.0,24.0,237.0,0.0,35.0
107099,-1,-24,30,0,0,107.1,107079.0,0.0,-11.0,0.0,0.0,896.0,107119.0,-1.0,-21.0,203.0,0.0,554.0,107119.0,-11.0,24.0,237.0,0.0,35.0
107199,-1,-24,31,0,0,107.2,107179.0,0.0,-11.0,0.0,0.0,920.0,107219.0,-1.0,-22.0,203.0,0.0,554.0,107219.0,-11.0,24.0,237.0,0.0,35.0
107299,-1,-24,31,0,0,107.3,107279.0,0.0,-11.0,0.0,0.0,920.0,107319.0,-2.0,-23.0,203.0,0.0,554.0,107319.0,-11.0,24.0,237.0,0.0,35.0
107399,-1,-24,31,0,0,107.4,107379.0,0.0,-11.0,0.0,0.0,920.0,107419.0,-2.0,-23.0,203.0,0.0,554.0,107419.0,-11.0,24.0,237.0,0.0,35.0
107499,-1,-23,31,0,0,107.5,107479.0,0.0,-11.0,0.0,0.0,920.0,107519.0,-2.0,-24.0,203.0,0.0,554.0,107519.0,-11.0,24.0,237.0,0.0,35.0
107599,-1,-23,31,0,0,107.6,107579.0,0.0,-11.0,0.0,0.0,920.0,107619.0,-2.0,-24.0,203.0,0.0,554.0,107619.0,-11.0,24.0,237.0,0.0,35.0
107699,0,-23,32,0,0,107.7,107679.0,0.0,-11.0,0.0,0.0,920.0,107719.0,-3.0,-25.0,203.0,0.0,583.0,107719.0,-11.0,24.0,237.0,0.0,35.0
107799,0,-22,32,0,0,107.8,107779.0,0.0,-11.0,0.0,0.0,920.0,107819.0,-3.0,-26.0,203.0,0.0,583.0,107819.0,-11.0,24.0,237.0,0.0,35.0
107899,0,-22,32,0,0,107.9,107879.0,0.0,-11.0,0.0,0.0,920.0,107919.0,-3.0,-26.0,203.0,0.0,583.0,107919.0,-11.0,24.0,237.0,0.0,35.0
107999,0,-22,32,0,0,108.0,107979.0,0.0,-11.0,0.0,0.0,920.0,108019.0,-4.0,-27.0,203.0,0.0,583.0,108019.0,-11.0,24.0,237.0,0.0,35.0
108099,0,-22,33,0,0,108.1,108079.0,0.0,-11.0,0.0,0.0,920.0,108119.0,-4.0,-28.0,203.0,0.0,583.0,108119.0,-11.0,24.0,237.0,0.0,35.0
108199,0,-21,36,0,0,108.2,108179.0,0.0,-11.0,0.0,0.0,942.0,108219.0,-4.0,-28.0,203.0,0.0,583.0,108219.0,-11.0,24.0,237.0,0.0,35.0
108299,0,-21,42,0,0,108.3,108279.0,0.0,-11.0,0.0,0.0,942.0,108319.0,-4.0,-29.0,203.0,0.0,583.0,108319.0,-11.0,24.0,237.0,0.0,35.0
108399,0,-21,52,0,0,108.4,108379.0,0.0,-11.0,0.0,0.0,942.0,108419.0,-5.0,-30.0,203.0,0.0,583.0,108419.0,-11.0,24.0,237.0,0.0,35.0
108499,0,-21,64,0,0,108.5,108479.0,0.0,-11.0,0.0,0.0,942.0,108519.0,-5.0,-30.0,203.0,0.0,583.0,108519.0,-11.0,24.0,237.0,0.0,35.0
108599,0,-21,76,0,0,108.6,108579.0,0.0,-11.0,0.0,0.0,942.0,108619.0,-5.0,-31.0,203.0,0.0,583.0,108619.0,-11.0,24.0,237.0,0.0,35.0
108699,0,-21,88,0,0,108.7,108679.0,0.0,-11.0,0.0,0.0,942.0,108719.0,-5.0,-31.0,203.0,0.0,615.0,108719.0,-11.0,24.0,237.0,0.0,35.0
108799,1,-22,100,0,0,108.8,108779.0,0.0,-11.0,0.0,0.0,942.0,108819.0,-5.0,-31.0,203.0,0.0,615.0,108819.0,-11.0,24.0,237.0,0.0,35.0
108899,1,-22,112,0,0,108.9,108879.0,0.0,-11.0,0.0,0.0,942.0,108919.0,-5.0,-31.0,203.0,0.0,615.0,108919.0,-11.0,24.0,237.0,0.0,35.0
108999,1,-22,124,0,0,109.0,108979.0,0.0,-11.0,0.0,0.0,942.0,109019.0,-5.0,-31.0,203.0,0.0,615.0,109019.0,-11.0,24.0,237.0,0.0,35.0
109099,1,-23,135,0,0,109.1,109079.0,0.0,-10.0,0.0,0.0,942.0,109119.0,-5.0,-31.0,203.0,0.0,615.0,109119.0,-11.0,24.0,237.0,0.0,35.0
109199,1,-23,143,0,0,109.2,109179.0,0.0,-9.0,2.0,0.0,970.0,109219.0,-5.0,-31.0,203.0,0.0,615.0,109219.0,-11.0,24.0,237.0,0.0,35.0
109299,1,-23,148,0,0,109.3,109279.0,0.0,-9.0,8.0,0.0,970.0,109319.0,-5.0,-31.0,203.0,0.0,615.0,109319.0,-11.0,24.0,237.0,0.0,35.0
109399,1,-24,151,0,0,109.4,109379.0,0.0,-8.0,17.0,0.0,970.0,109419.0,-5.0,-31.0,203.0,0.0,615.0,109419.0,-11.0,24.0,237.0,0.0,35.0
109499,2,-24,153,0,0,109.5,109479.0,0.0,-7.0,32.0,0.0,970.0,109519.0,-5.0,-31.0,203.0,0.0,615.0,109519.0,-11.0,24.0,237.0,0.0,35.0
109599,2,-24,154,0,0,109.6,109579.0,0.0,-7.0,47.0,0.0,970.0,109619.0,-5.0,-31.0,203.0,0.0,615.0,109619.0,-11.0,24.0,237.0,0.0,35.0
109699,2,-25,155,0,0,109.7,109679.0,1.0,-6.0,62.0,0.0,970.0,109719.0,-5.0,-31.0,203.0,0.0,638.0,109719.0,-11.0,24.0,237.0,0.0,35.0
109799,2,-25,155,0,0,109.8,109779.0,2.0,-6.0,77.0,0.0,970.0,109819.0,-5.0,-31.0,203.0,0.0,638.0,109819.0,-11.0,24.0,237.0,0.0,35.0
109899,2,-25,155,0,0,109.9,109879.0,2.0,-6.0,92.0,0.0,970.0,109919.0,-5.0,-31.0,203.0,0.0,638.0,109919.0,-11.0,24.0,237.0,0.0,35.0
109999,2,-26,155,0,0,110.0,109979.0,3.0,-6.0,107.0,0.0,970.0,110019.0,-5.0,-31.0,203.0,0.0,638.0,110019.0,-11.0,24.0,237.0,0.0,35.0
110099,2,-26,156,0,0,110.1,110079.0,4.0,-6.0,122.0,0.0,970.0,110119.0,-5.0,-31.0,203.0,0.0,638.0,110119.0,-11.0,24.0,237.0,0.0,35.0
110199,3,-26,156,0,0,110.2,110179.0,4.0,-7.0,137.0,0.0,992.0,110219.0,-5.0,-31.0,203.0,0.0,638.0,110219.0,-11.0,24.0,237.0,0.0,35.0
110299,3,-26,156,0,0,110.3,110279.0,5.0,-7.0,152.0,0.0,992.0,110319.0,-5.0,-31.0,203.0,0.0,638.0,110319.0,-11.0,24.0,237.0,0.0,35.0
110399,3,-27,156,0,0,110.4,110379.0,5.0,-8.0,167.0,0.0,992.0,110419.0,-5.0,-31.0,203.0,0.0,638.0,110419.0,-11.0,24.0,237.0,0.0,35.0
110499,3,-27,156,0,0,110.5,110479.0,5.0,-9.0,182.0,0.0,992.0,110519.0,-5.0,-31.0,203.0,0.0,638.0,110519.0,-11.0,24.0,237.0,0.0,35.0
110599,3,-27,156,0,0,110.6,110579.0,5.0,-9.0,197.0,0.0,992.0,110619.0,-5.0,-31.0,203.0,0.0,638.0,110619.0,-11.0,24.0,237.0,0.0,35.0
110699,3,-28,156,0,0,110.7,110679.0,5.0,-10.0,212.0,0.0,992.0,110719.0,-5.0,-31.0,203.0,0.0,668.0,110719.0,-11.0,24.0,237.0,0.0,35.0
110799,3,-28,156,0,0,110.8,110779.0,4.0,-11.0,225.0,0.0,992.0,110819.0,-5.0,-31.0,203.0,0.0,668.0,110819.0,-11.0,24.0,237.0,0.0,35.0
110899,4,-28,156,0,0,110.9,110879.0,4.0,-11.0,235.0,0.0,992.0,110919.0,-5.0,-32.0,203.0,0.0,668.0,110919.0,-11.0,24.0,237.0,0.0,35.0
110999,4,-29,156,0,0,111.0,110979.0,3.0,-11.0,240.0,0.0,992.0,111019.0,-6.0,-32.0,203.0,0.0,668.0,111019.0,-11.0,24.0,237.0,0.0,35.0
111099,4,-29,156,0,0,111.1,111079.0,2.0,-12.0,240.0,0.0,992.0,111119.0,-6.0,-33.0,203.0,0.0,668.0,111119.0,-11.0,24.0,237.0,0.0,35.0
111199,4,-29,157,0,0,111.2,111179.0,2.0,-12.0,238.0,0.0,1013.0,111219.0,-6.0,-33.0,203.0,0.0,668.0,111219.0,-11.0,24.0,237.0,0.0,35.0
111299,4,-29,159,0,0,111.3,111279.0,1.0,-12.0,232.0,0.0,1013.0,111319.0,-6.0,-34.0,203.0,0.0,668.0,111319.0,-11.0,24.0,237.0,0.0,35.0
111399,4,-30,162,0,0,111.4,111379.0,1.0,-13.0,221.0,0.0,1013.0,111419.0,-6.0,-34.0,203.0,0.0,668.0,111419.0,-11.0,24.0,237.0,0.0,35.0
111499,4,-30,172,0,0,111.5,111479.0,0.0,-13.0,206.0,0.0,1013.0,111519.0,-7.0,-34.0,203.0,0.0,668.0,111519.0,-11.0,24.0,237.0,0.0,35.0
111599,4,-30,184,0,0,111.6,111579.0,0.0,-14.0,191.0,0.0,1013.0,111619.0,-7.0,-34.0,203.0,0.0,668.0,111619.0,-11.0,24.0,237.0,0.0,35.0
111699,4,-30,196,0,0,111.7,111679.0,0.0,-15.0,176.0,0.0,1013.0,111719.0,-7.0,-34.0,203.0,0.0,690.0,111719.0,-11.0,24.0,237.0,0.0,35.0
111799,4,-29,208,0,0,111.8,111779.0,0.0,-15.0,161.0,0.0,1013.0,111819.0,-7.0,-34.0,203.0,0.0,690.0,111819.0,-11.0,24.0,237.0,0.0,35.0
111899,3,-29,220,0,0,111.9,111879.0,0.0,-16.0,146.0,0.0,1013.0,111919.0,-7.0,-34.0,203.0,0.0,690.0,111919.0,-11.0,24.0,237.0,0.0,35.0
111999,3,-29,232,0,0,112.0,111979.0,1.0,-17.0,131.0,0.0,1013.0,112019.0,-7.0,-34.0,203.0,0.0,690.0,112019.0,-11.0,24.0,237.0,0.0,35.0
112099,3,-29,244,0,0,112.1,112079.0,1.0,-17.0,117.0,0.0,1013.0,112119.0,-7.0,-35.0,203.0,0.0,690.0,112119.0,-11.0,24.0,237.0,0.0,35.0
112199,3,-28,256,0,0,112.2,112179.0,2.0,-17.0,106.0,0.0,1031.0,112219.0,-7.0,-35.0,203.0,0.0,690.0,112219.0,-11.0,24.0,237.0,0.0,35.0
112299,3,-28,268,0,0,112.3,112279.0,3.0,-17.0,100.0,0.0,1031.0,112319.0,-7.0,-35.0,203.0,0.0,690.0,112319.0,-11.0,24.0,237.0,0.0,35.0
112399,2,-28,280,0,0,112.4,112379.0,3.0,-18.0,98.0,0.0,1031.0,112419.0,-7.0,-35.0,205.0,0.0,690.0,112419.0,-11.0,24.0,237.0,0.0,35.0
112499,2,-27,292,0,0,112.5,112479.0,4.0,-18.0,99.0,0.0,1031.0,112519.0,-7.0,-35.0,213.0,0.0,690.0,112519.0,-11.0,24.0,237.0,0.0,35.0
112599,2,-27,303,0,0,112.6,112579.0,5.0,-18.0,105.0,0.0,1031.0,112619.0,-7.0,-35.0,219.0,0.0,690.0,112619.0,-11.0,24.0,237.0,0.0,35.0
112699,2,-27,310,0,0,112.7,112679.0,5.0,-18.0,115.0,0.0,1031.0,112719.0,-7.0,-35.0,221.0,0.0,718.0,112719.0,-11.0,24.0,237.0,0.0,35.0
112799,2,-27,315,0,0,112.8,112779.0,6.0,-18.0,129.0,0.0,1031.0,112819.0,-7.0,-35.0,221.0,0.0,718.0,112819.0,-11.0,24.0,237.0,0.0,35.0
112899,1,-26,317,0,0,112.9,112879.0,6.0,-19.0,144.0,0.0,1031.0,112919.0,-7.0,-35.0,221.0,0.0,718.0,112919.0,-11.0,24.0,237.0,0.0,35.0
112999,1,-26,319,0,0,113.0,112979.0,7.0,-20.0,159.0,0.0,1031.0,113019.0,-7.0,-35.0,221.0,0.0,718.0,113019.0,-11.0,24.0,237.0,0.0,35.0
113099,1,-26,320,0,0,113.1,113079.0,7.0,-20.0,174.0,0.0,1031.0,113119.0,-7.0,-35.0,221.0,0.0,718.0,113119.0,-11.0,24.0,237.0,0.0,35.0
113199,1,-26,320,0,0,113.2,113179.0,7.0,-21.0,189.0,0.0,1060.0,113219.0,-7.0,-35.0,221.0,0.0,718.0,113219.0,-11.0,24.0,237.0,0.0,35.0
113299,0,-25,321,0,0,113.3,113279.0,7.0,-22.0,204.0,0.0,1060.0,113319.0,-7.0,-35.0,221.0,0.0,718.0,113319.0,-11.0,24.0,237.0,0.0,35.0
113399,0,-25,321,0,0,113.4,113379.0,6.0,-22.0,219.0,0.0,1060.0,113419.0,-7.0,-35.0,221.0,0.0,718.0,113419.0,-11.0,24.0,237.0,0.0,35.0
113499,0,-25,321,0,0,113.5,113479.0,6.0,-23.0,234.0,0.0,1060.0,113519.0,-7.0,-35.0,221.0,0.0,718.0,113519.0,-11.0,24.0,237.0,0.0,35.0
113599,0,-24,321,0,0,113.6,113579.0,5.0,-23.0,247.0,0.0,1060.0,113619.0,-7.0,-35.0,221.0,0.0,718.0,113619.0,-11.0,24.0,237.0,0.0,35.0
113699,0,-24,321,0,0,113.7,113679.0,5.0,-23.0,254.0,0.0,1060.0,113719.0,-7.0,-35.0,221.0,0.0,739.0,113719.0,-11.0,24.0,237.0,0.0,35.0
113799,0,-24,321,0,0,113.8,113779.0,4.0,-23.0,258.0,0.0,1060.0,113819.0,-7.0,-36.0,221.0,0.0,739.0,113819.0,-11.0,24.0,237.0,0.0,35.0
113899,0,-24,321,0,0,113.9,113879.0,3.0,-24.0,258.0,0.0,1060.0,113919.0,-8.0,-36.0,221.0,0.0,739.0,113919.0,-11.0,24.0,237.0,0.0,35.0
113999,0,-23,321,0,0,114.0,113979.0,3.0,-24.0,258.0,0.0,1060.0,114019.0,-8.0,-37.0,221.0,0.0,739.0,114019.0,-11.0,24.0,237.0,0.0,35.0
114099,0,-23,320,0,0,114.1,114079.0,2.0,-24.0,258.0,0.0,1060.0,114119.0,-9.0,-37.0,218.0,0.0,739.0,114119.0,-11.0,24.0,237.0,0.0,35.0
114199,0,-23,315,0,0,114.2,114179.0,1.0,-24.0,258.0,0.0,1094.0,114219.0,-9.0,-38.0,214.0,0.0,739.0,114219.0,-11.0,24.0,237.0,0.0,35.0
114299,-1,-23,308,0,0,114.3,114279.0,1.0,-24.0,258.0,0.0,1094.0,114319.0,-10.0,-38.0,212.0,0.0,739.0,114319.0,-11.0,24.0,237.0,0.0,35.0
114399,-1,-23,297,0,0,114.4,114379.0,0.0,-24.0,258.0,0.0,1094.0,114419.0,-10.0,-39.0,208.0,0.0,739.0,114419.0,-11.0,24.0,237.0,0.0,35.0
114499,-1,-23,285,0,0,114.5,114479.0,0.0,-24.0,258.0,0.0,1094.0,114519.0,-10.0,-39.0,199.0,0.0,739.0,114519.0,-11.0,24.0,237.0,0.0,35.0
114599,-1,-23,273,0,0,114.6,114579.0,0.0,-25.0,258.0,0.0,1094.0,114619.0,-10.0,-40.0,185.0,0.0,739.0,114619.0,-11.0,24.0,237.0,0.0,35.0
114699,-2,-23,261,0,0,114.7,114679.0,-1.0,-25.0,258.0,0.0,1094.0,114719.0,-10.0,-41.0,171.0,0.0,763.0,114719.0,-11.0,24.0,237.0,0.0,35.0
114799,-2,-23,249,0,0,114.8,114779.0,-2.0,-25.0,258.0,0.0,1094.0,114819.0,-10.0,-41.0,160.0,0.0,763.0,114819.0,-11.0,24.0,237.0,0.0,35.0
114899,-2,-24,237,0,0,114.9,114879.0,-3.0,-25.0,258.0,0.0,1094.0,114919.0,-10.0,-42.0,145.0,0.0,763.0,114919.0,-11.0,24.0,237.0,0.0,35.0
114999,-2,-24,225,0,0,115.0,114979.0,-3.0,-25.0,258.0,0.0,1094.0,115019.0,-10.0,-42.0,130.0,0.0,763.0,115019.0,-11.0,24.0,237.0,0.0,35.0
115099,-2,-24,214,0,0,115.1,115079.0,-4.0,-25.0,257.0,0.0,1094.0,115119.0,-10.0,-42.0,114.0,0.0,763.0,115119.0,-11.0,24.0,237.0,0.0,35.0
115199,-2,-25,205,0,0,115.2,115179.0,-5.0,-25.0,252.0,0.0,1131.0,115219.0,-10.0,-42.0,101.0,0.0,763.0,115219.0,-11.0,24.0,237.0,0.0,35.0
115299,-2,-25,204,0,0,115.3,115279.0,-5.0,-26.0,243.0,0.0,1131.0,115319.0,-10.0,-42.0,85.0,0.0,763.0,115319.0,-11.0,24.0,237.0,0.0,35.0
115399,-2,-25,204,0,0,115.4,115379.0,-6.0,-26.0,229.0,0.0,1131.0,115419.0,-10.0,-42.0,69.0,0.0,763.0,115419.0,-11.0,24.0,237.0,0.0,35.0
115499,-2,-25,204,0,0,115.5,115479.0,-6.0,-27.0,214.0,0.0,1131.0,115519.0,-10.0,-42.0,58.0,0.0,763.0,115519.0,-11.0,24.0,237.0,0.0,35.0
115599,-2,-25,204,0,0,115.6,115579.0,-7.0,-27.0,201.0,0.0,1131.0,115619.0,-10.0,-42.0,50.0,0.0,763.0,115619.0,-11.0,24.0,237.0,0.0,35.0
115699,-2,-25,204,0,0,115.7,115679.0,-7.0,-28.0,192.0,0.0,1131.0,115719.0,-10.0,-42.0,47.0,0.0,780.0,115719.0,-11.0,24.0,237.0,0.0,35.0
115799,-2,-25,204,0,0,115.8,115779.0,-7.0,-29.0,188.0,0.0,1131.0,115819.0,-10.0,-42.0,46.0,0.0,780.0,115819.0,-11.0,24.0,237.0,0.0,35.0
115899,-2,-25,204,0,0,115.9,115879.0,-7.0,-29.0,188.0,0.0,1131.0,115919.0,-10.0,-42.0,46.0,0.0,780.0,115919.0,-11.0,24.0,237.0,0.0,35.0
115999,-2,-25,204,0,0,116.0,115979.0,-7.0,-30.0,188.0,0.0,1131.0,116019.0,-10.0,-42.0,46.0,0.0,780.0,116019.0,-11.0,24.0,237.0,0.0,35.0
116099,-2,-25,204,0,0,116.1,116079.0,-7.0,-31.0,188.0,0.0,1131.0,116119.0,-10.0,-42.0,46.0,0.0,780.0,116119.0,-11.0,24.0,237.0,0.0,35.0
116199,-2,-25,204,0,0,116.2,116179.0,-7.0,-31.0,188.0,0.0,1158.0,116219.0,-10.0,-42.0,46.0,0.0,780.0,116219.0,-11.0,24.0,237.0,0.0,35.0
116299,-2,-25,204,0,0,116.3,116279.0,-8.0,-32.0,188.0,0.0,1158.0,116319.0,-10.0,-42.0,46.0,0.0,780.0,116319.0,-11.0,24.0,237.0,0.0,35.0
116399,-2,-25,204,0,0,116.4,116379.0,-8.0,-33.0,188.0,0.0,1158.0,116419.0,-10.0,-42.0,46.0,0.0,780.0,116419.0,-11.0,24.0,237.0,0.0,35.0
116499,-2,-25,204,0,0,116.5,116479.0,-8.0,-33.0,188.0,0.0,1158.0,116519.0,-10.0,-42.0,46.0,0.0,780.0,116519.0,-11.0,24.0,237.0,0.0,35.0
116599,-2,-25,204,0,0,116.6,116579.0,-8.0,-34.0,188.0,0.0,1158.0,116619.0,-10.0,-42.0,46.0,0.0,780.0,116619.0,-11.0,24.0,237.0,0.0,35.0
116699,-2,-25,204,0,0,116.7,116679.0,-8.0,-35.0,191.0,0.0,1158.0,116719.0,-10.0,-42.0,46.0,0.0,800.0,116719.0,-11.0,24.0,237.0,0.0,35.0
116799,-2,-25,204,0,0,116.8,116779.0,-8.0,-35.0,199.0,0.0,1158.0,116819.0,-10.0,-42.0,46.0,0.0,800.0,116819.0,-11.0,24.0,237.0,0.0,35.0
116899,-2,-25,204,0,0,116.9,116879.0,-8.0,-35.0,212.0,0.0,1158.0,116919.0,-10.0,-42.0,47.0,0.0,800.0,116919.0,-11.0,24.0,237.0,0.0,35.0
116999,-2,-25,204,0,0,117.0,116979.0,-8.0,-35.0,227.0,0.0,1158.0,117019.0,-10.0,-42.0,48.0,0.0,800.0,117019.0,-11.0,24.0,237.0,0.0,35.0
117099,-2,-25,212,0,0,117.1,117079.0,-8.0,-35.0,242.0,0.0,1158.0,117119.0,-10.0,-42.0,54.0,0.0,800.0,117119.0,-11.0,24.0,237.0,0.0,35.0
117199,-2,-25,224,0,0,117.2,117179.0,-8.0,-35.0,257.0,0.0,1186.0,117219.0,-10.0,-42.0,64.0,0.0,800.0,117219.0,-11.0,24.0,237.0,0.0,35.0
117299,-2,-25,236,0,0,117.3,117279.0,-8.0,-35.0,270.0,0.0,1186.0,117319.0,-10.0,-42.0,79.0,0.0,800.0,117319.0,-11.0,24.0,237.0,0.0,35.0
117399,-2,-24,248,0,0,117.4,117379.0,-8.0,-35.0,278.0,0.0,1186.0,117419.0,-10.0,-42.0,95.0,0.0,800.0,117419.0,-11.0,24.0,237.0,0.0,35.0
117499,-2,-24,260,0,0,117.5,117479.0,-8.0,-35.0,283.0,0.0,1186.0,117519.0,-10.0,-42.0,110.0,0.0,800.0,117519.0,-11.0,24.0,237.0,0.0,35.0
