time,pos1,pos2,pos3
313.6,"(-3, -58)","(111, 2)","(-20, 7)"
313.7,"(-3, -58)","(111, 2)","(-20, 8)"
313.8,"(-3, -58)","(111, 2)","(-20, 9)"
313.9,"(-3, -58)","(111, 2)","(-20, 9)"
314.0,"(-3, -58)","(111, 2)","(-20, 10)"
314.1,"(-3, -58)","(111, 2)","(-20, 11)"
314.2,"(-3, -58)","(111, 2)","(-20, 12)"
314.3,"(-3, -58)","(111, 2)","(-20, 12)"
314.4,"(-3, -58)","(111, 2)","(-20, 13)"
314.5,"(-3, -58)","(111, 2)","(-21, 14)"
314.6,"(-3, -58)","(111, 2)","(-21, 14)"
314.7,"(-3, -58)","(111, 2)","(-21, 15)"
314.8,"(-3, -58)","(111, 2)","(-21, 16)"
314.9,"(-3, -58)","(111, 2)","(-21, 17)"
315.0,"(-3, -58)","(111, 2)","(-21, 17)"
315.1,"(-3, -58)","(111, 2)","(-21, 18)"
315.2,"(-3, -58)","(111, 2)","(-21, 19)"
315.3,"(-3, -58)","(111, 2)","(-21, 19)"
315.4,"(-3, -58)","(111, 2)","(-21, 20)"
315.5,"(-3, -58)","(111, 2)","(-21, 21)"
315.6,"(-3, -58)","(111, 2)","(-21, 21)"
315.7,"(-3, -58)","(111, 2)","(-21, 22)"
315.8,"(-3, -58)","(111, 2)","(-22, 23)"
315.9,"(-3, -58)","(111, 2)","(-22, 23)"
316.0,"(-3, -58)","(111, 2)","(-22, 24)"
316.1,"(-3, -58)","(111, 2)","(-22, 25)"
316.2,"(-3, -58)","(111, 2)","(-22, 25)"
316.3,"(-3, -58)","(111, 2)","(-22, 26)"
316.4,"(-3, -58)","(111, 2)","(-22, 27)"
316.5,"(-3, -58)","(111, 2)","(-22, 28)"
316.6,"(-3, -58)","(111, 2)","(-22, 28)"
316.7,"(-3, -58)","(111, 2)","(-22, 29)"
316.8,"(-3, -58)","(111, 2)","(-22, 30)"
316.9,"(-3, -58)","(111, 2)","(-21, 30)"
317.0,"(-3, -58)","(111, 2)","(-20, 31)"
317.1,"(-3, -58)","(111, 2)","(-20, 31)"
317.2,"(-3, -58)","(111, 2)","(-19, 31)"
317.3,"(-3, -58)","(111, 2)","(-18, 31)"
317.4,"(-3, -58)","(111, 2)","(-18, 31)"
317.5,"(-3, -58)","(111, 2)","(-17, 31)"
317.6,"(-3, -58)","(111, 2)","(-16, 30)"
317.7,"(-3, -58)","(111, 2)","(-16, 30)"
317.8,"(-3, -58)","(111, 2)","(-15, 30)"
317.9,"(-3, -58)","(111, 2)","(-14, 30)"
318.0,"(-3, -58)","(111, 2)","(-14, 30)"
318.1,"(-3, -58)","(111, 2)","(-13, 30)"
318.2,"(-3, -58)","(111, 2)","(-12, 30)"
318.3,"(-3, -58)","(111, 2)","(-12, 30)"
318.4,"(-3, -58)","(111, 2)","(-11, 30)"
318.5,"(-3, -58)","(111, 2)","(-10, 30)"
318.6,"(-3, -58)","(111, 2)","(-9, 29)"
318.7,"(-3, -58)","(111, 2)","(-9, 29)"
318.8,"(-3, -58)","(111, 2)","(-8, 29)"
318.9,"(-3, -58)","(111, 2)","(-7, 29)"
319.0,"(-3, -58)","(111, 2)","(-7, 29)"
319.1,"(-3, -58)","(111, 2)","(-6, 29)"
319.2,"(-3, -58)","(111, 2)","(-5, 29)"
319.3,"(-3, -58)","(111, 2)","(-5, 29)"
319.4,"(-3, -58)","(111, 2)","(-4, 29)"
319.5,"(-3, -58)","(111, 2)","(-3, 28)"
319.6,"(-3, -58)","(111, 2)","(-3, 28)"
319.7,"(-3, -58)","(111, 2)","(-2, 28)"
319.8,"(-3, -58)","(111, 2)","(-1, 28)"
319.9,"(-3, -58)","(111, 2)","(-1, 27)"
320.0,"(-3, -58)","(111, 2)","(0, 27)"
320.1,"(-3, -58)","(111, 2)","(0, 27)"
320.2,"(-3, -58)","(111, 2)","(0, 27)"
320.3,"(-3, -58)","(111, 2)","(1, 26)"
320.4,"(-3, -58)","(111, 2)","(1, 26)"
320.5,"(-3, -58)","(111, 2)","(2, 26)"
320.6,"(-3, -58)","(111, 2)","(3, 25)"
320.7,"(-3, -58)","(111, 2)","(3, 25)"
320.8,"(-3, -58)","(111, 2)","(4, 25)"
320.9,"(-3, -58)","(111, 2)","(5, 24)"
321.0,"(-3, -58)","(111, 2)","(5, 24)"
321.1,"(-3, -58)","(111, 2)","(6, 24)"
321.2,"(-3, -58)","(111, 2)","(7, 23)"
321.3,"(-3, -58)","(111, 2)","(7, 23)"
321.4,"(-3, -58)","(111, 2)","(8, 23)"
321.5,"(-3, -58)","(111, 2)","(8, 23)"
321.6,"(-3, -58)","(111, 2)","(9, 22)"
321.7,"(-3, -58)","(111, 2)","(10, 22)"
321.8,"(-3, -58)","(111, 2)","(10, 22)"
321.9,"(-3, -58)","(111, 2)","(11, 21)"
322.0,"(-3, -58)","(111, 2)","(11, 21)"
322.1,"(-3, -58)","(111, 2)","(12, 21)"
322.2,"(-3, -58)","(111, 2)","(13, 20)"
322.3,"(-3, -58)","(111, 2)","(13, 20)"
322.4,"(-3, -58)","(111, 2)","(14, 20)"
322.5,"(-3, -58)","(111, 2)","(15, 19)"
322.6,"(-3, -58)","(111, 2)","(15, 19)"
322.7,"(-3, -58)","(111, 2)","(16, 19)"
322.8,"(-3, -58)","(111, 2)","(16, 18)"
322.9,"(-3, -58)","(111, 2)","(17, 18)"
323.0,"(-3, -58)","(111, 2)","(18, 18)"
323.1,"(-3, -58)","(111, 2)","(18, 18)"
323.2,"(-3, -58)","(111, 2)","(19, 17)"
323.3,"(-3, -58)","(111, 2)","(20, 17)"
323.4,"(-3, -58)","(111, 2)","(20, 17)"
323.5,"(-3, -58)","(111, 2)","(21, 16)"
323.6,"(-3, -58)","(111, 2)","(22, 16)"
323.7,"(-3, -58)","(111, 2)","(22, 16)"
323.8,"(-3, -58)","(111, 2)","(23, 16)"
323.9,"(-3, -58)","(111, 2)","(24, 15)"
324.0,"(-3, -58)","(111, 2)","(24, 15)"
324.1,"(-3, -58)","(111, 2)","(25, 15)"
324.2,"(-3, -58)","(111, 2)","(25, 14)"
324.3,"(-3, -58)","(111, 2)","(25, 13)"
324.4,"(-3, -58)","(111, 2)","(26, 13)"
324.5,"(-3, -58)","(111, 2)","(26, 12)"
324.6,"(-3, -58)","(111, 2)","(27, 12)"
324.7,"(-3, -58)","(111, 2)","(27, 11)"
324.8,"(-3, -58)","(111, 2)","(27, 11)"
324.9,"(-3, -58)","(111, 2)","(28, 10)"
325.0,"(-3, -58)","(111, 2)","(28, 9)"
325.1,"(-3, -58)","(111, 2)","(28, 9)"
325.2,"(-3, -58)","(111, 2)","(29, 8)"
325.3,"(-3, -58)","(111, 2)","(29, 7)"
325.4,"(-3, -58)","(111, 2)","(29, 7)"
325.5,"(-3, -58)","(111, 2)","(30, 6)"
325.6,"(-3, -58)","(111, 2)","(30, 6)"
325.7,"(-3, -58)","(111, 2)","(31, 5)"
325.8,"(-3, -58)","(111, 2)","(31, 5)"
325.9,"(-3, -58)","(111, 2)","(32, 4)"
326.0,"(-3, -58)","(111, 2)","(33, 4)"
326.1,"(-3, -58)","(111, 2)","(33, 5)"
326.2,"(-3, -58)","(111, 2)","(34, 5)"
326.3,"(-3, -58)","(111, 2)","(34, 5)"
326.4,"(-3, -58)","(111, 2)","(35, 6)"
326.5,"(-3, -58)","(111, 2)","(35, 6)"
326.6,"(-3, -58)","(111, 2)","(35, 7)"
326.7,"(-3, -58)","(111, 2)","(35, 8)"
326.8,"(-3, -58)","(111, 2)","(35, 8)"
326.9,"(-3, -58)","(111, 2)","(35, 9)"
327.0,"(-3, -58)","(111, 2)","(34, 10)"
327.1,"(-3, -58)","(111, 2)","(34, 10)"
327.2,"(-3, -58)","(111, 2)","(33, 11)"
327.3,"(-3, -58)","(111, 2)","(33, 11)"
327.4,"(-3, -58)","(111, 2)","(33, 12)"
327.5,"(-3, -58)","(111, 2)","(32, 13)"
327.6,"(-3, -58)","(111, 2)","(32, 13)"
327.7,"(-3, -58)","(111, 2)","(32, 14)"
327.8,"(-3, -58)","(111, 2)","(31, 15)"
327.9,"(-3, -58)","(111, 2)","(31, 15)"
328.0,"(-3, -58)","(111, 2)","(30, 16)"
328.1,"(-3, -58)","(111, 2)","(30, 16)"
328.2,"(-3, -58)","(111, 2)","(30, 17)"
328.3,"(-3, -58)","(111, 2)","(29, 17)"
328.4,"(-3, -58)","(111, 2)","(29, 18)"
328.5,"(-3, -58)","(111, 2)","(29, 19)"
328.6,"(-3, -58)","(111, 2)","(28, 19)"
328.7,"(-3, -58)","(111, 2)","(28, 20)"
328.8,"(-3, -58)","(111, 2)","(28, 20)"
328.9,"(-3, -58)","(111, 2)","(27, 21)"
329.0,"(-3, -58)","(111, 2)","(27, 22)"
329.1,"(-3, -58)","(111, 2)","(26, 22)"
329.2,"(-3, -58)","(111, 2)","(26, 23)"
329.3,"(-3, -58)","(111, 2)","(26, 24)"
329.4,"(-3, -58)","(111, 2)","(25, 24)"
329.5,"(-3, -58)","(111, 2)","(25, 25)"
329.6,"(-3, -58)","(111, 2)","(25, 25)"
329.7,"(-3, -58)","(111, 2)","(24, 26)"
329.8,"(-3, -58)","(111, 2)","(24, 27)"
329.9,"(-3, -58)","(111, 2)","(24, 27)"
330.0,"(-3, -58)","(111, 2)","(23, 28)"
330.1,"(-3, -58)","(111, 2)","(23, 28)"
330.2,"(-3, -58)","(111, 2)","(23, 29)"
330.3,"(-3, -58)","(111, 2)","(22, 29)"
330.4,"(-3, -58)","(111, 2)","(22, 30)"
330.5,"(-3, -58)","(111, 2)","(22, 31)"
330.6,"(-3, -58)","(111, 2)","(21, 31)"
330.7,"(-3, -58)","(111, 2)","(21, 32)"
330.8,"(-3, -58)","(111, 2)","(20, 33)"
330.9,"(-3, -58)","(111, 2)","(20, 33)"
331.0,"(-3, -58)","(111, 2)","(20, 34)"
331.1,"(-3, -58)","(111, 2)","(19, 34)"
331.2,"(-3, -58)","(111, 2)","(19, 35)"
331.3,"(-3, -58)","(111, 2)","(19, 35)"
331.4,"(-3, -58)","(111, 2)","(18, 36)"
331.5,"(-3, -58)","(111, 2)","(18, 37)"
331.6,"(-3, -58)","(111, 2)","(18, 37)"
331.7,"(-3, -58)","(111, 2)","(17, 38)"
331.8,"(-3, -58)","(111, 2)","(17, 38)"
331.9,"(-3, -58)","(111, 2)","(16, 39)"
332.0,"(-3, -58)","(111, 2)","(16, 40)"
332.1,"(-3, -58)","(111, 2)","(16, 40)"
332.2,"(-3, -58)","(111, 2)","(15, 41)"
332.3,"(-3, -58)","(111, 2)","(15, 41)"
332.4,"(-3, -58)","(111, 2)","(15, 42)"
332.5,"(-3, -58)","(111, 2)","(14, 43)"
332.6,"(-3, -58)","(111, 2)","(14, 43)"
332.7,"(-3, -58)","(111, 2)","(13, 44)"
332.8,"(-3, -58)","(111, 2)","(13, 44)"
332.9,"(-3, -58)","(111, 2)","(13, 45)"
333.0,"(-3, -58)","(111, 2)","(12, 45)"
333.1,"(-3, -58)","(111, 2)","(11, 45)"
333.2,"(-3, -58)","(111, 2)","(11, 45)"
333.3,"(-3, -58)","(111, 2)","(10, 45)"
333.4,"(-3, -58)","(111, 2)","(9, 45)"
333.5,"(-3, -58)","(111, 2)","(9, 44)"
333.6,"(-3, -58)","(111, 2)","(8, 44)"
333.7,"(-3, -58)","(111, 2)","(8, 43)"
333.8,"(-3, -58)","(111, 2)","(8, 43)"
333.9,"(-3, -58)","(111, 2)","(8, 42)"
334.0,"(-3, -58)","(111, 2)","(8, 41)"
334.1,"(-3, -58)","(111, 2)","(8, 40)"
334.2,"(-3, -58)","(111, 2)","(8, 40)"
334.3,"(-3, -58)","(111, 2)","(8, 39)"
334.4,"(-3, -58)","(111, 2)","(8, 38)"
334.5,"(-3, -58)","(111, 2)","(8, 38)"
334.6,"(-3, -58)","(111, 2)","(9, 37)"
334.7,"(-3, -58)","(111, 2)","(10, 37)"
334.8,"(-3, -58)","(111, 2)","(10, 37)"
334.9,"(-3, -58)","(111, 2)","(11, 37)"
335.0,"(-3, -58)","(111, 2)","(11, 37)"
335.1,"(-3, -58)","(111, 2)","(12, 37)"
335.2,"(-3, -58)","(111, 2)","(13, 38)"
335.3,"(-3, -58)","(111, 2)","(13, 38)"
335.4,"(-3, -58)","(111, 2)","(13, 39)"
335.5,"(-3, -58)","(111, 2)","(13, 39)"
335.6,"(-3, -58)","(111, 2)","(13, 40)"
335.7,"(-3, -58)","(111, 2)","(13, 41)"
335.8,"(-3, -58)","(111, 2)","(13, 41)"
335.9,"(-3, -58)","(111, 2)","(13, 42)"
336.0,"(-3, -58)","(111, 2)","(13, 43)"
336.1,"(-3, -58)","(111, 2)","(13, 43)"
336.2,"(-3, -58)","(111, 2)","(13, 44)"
336.3,"(-3, -58)","(111, 2)","(13, 45)"
336.4,"(-3, -58)","(111, 2)","(13, 46)"
336.5,"(-3, -58)","(111, 2)","(13, 46)"
336.6,"(-3, -58)","(111, 2)","(13, 47)"
336.7,"(-3, -58)","(111, 2)","(13, 48)"
336.8,"(-3, -58)","(111, 2)","(13, 48)"
336.9,"(-3, -58)","(111, 2)","(12, 49)"
337.0,"(-3, -58)","(111, 2)","(11, 49)"
337.1,"(-3, -58)","(111, 2)","(11, 49)"
337.2,"(-3, -58)","(111, 2)","(10, 50)"
337.3,"(-3, -58)","(111, 2)","(10, 50)"
337.4,"(-3, -58)","(111, 2)","(9, 50)"
337.5,"(-3, -58)","(111, 2)","(8, 50)"
337.6,"(-3, -58)","(111, 2)","(7, 50)"
337.7,"(-3, -58)","(111, 2)","(7, 50)"
337.8,"(-3, -58)","(111, 2)","(6, 50)"
337.9,"(-3, -58)","(111, 2)","(5, 50)"
338.0,"(-3, -58)","(111, 2)","(5, 50)"
338.1,"(-3, -58)","(111, 2)","(4, 50)"
338.2,"(-3, -58)","(111, 2)","(3, 50)"
338.3,"(-3, -58)","(111, 2)","(3, 49)"
338.4,"(-3, -58)","(111, 2)","(2, 49)"
338.5,"(-3, -58)","(111, 2)","(2, 48)"
338.6,"(-3, -58)","(111, 2)","(1, 48)"
338.7,"(-3, -58)","(111, 2)","(1, 47)"
338.8,"(-3, -58)","(111, 2)","(0, 47)"
338.9,"(-3, -58)","(111, 2)","(0, 46)"
339.0,"(-3, -58)","(111, 2)","(0, 45)"
339.1,"(-3, -58)","(111, 2)","(0, 45)"
339.2,"(-3, -58)","(111, 2)","(0, 44)"
339.3,"(-3, -58)","(111, 2)","(-1, 44)"
339.4,"(-3, -58)","(111, 2)","(-1, 44)"
339.5,"(-3, -58)","(111, 2)","(-2, 43)"
339.6,"(-3, -58)","(111, 2)","(-2, 42)"
339.7,"(-3, -58)","(111, 2)","(-2, 42)"
339.8,"(-3, -58)","(111, 2)","(-2, 41)"
339.9,"(-3, -58)","(111, 2)","(-2, 40)"
340.0,"(-3, -58)","(111, 2)","(-2, 39)"
340.1,"(-3, -58)","(111, 2)","(-2, 39)"
340.2,"(-3, -58)","(111, 2)","(-1, 38)"
340.3,"(-3, -58)","(111, 2)","(-1, 38)"
340.4,"(-3, -58)","(111, 2)","(0, 37)"
340.5,"(-3, -58)","(111, 2)","(0, 36)"
340.6,"(-3, -58)","(111, 2)","(0, 36)"
340.7,"(-3, -58)","(111, 2)","(0, 35)"
340.8,"(-3, -58)","(111, 2)","(0, 35)"
340.9,"(-3, -58)","(111, 2)","(1, 35)"
341.0,"(-3, -58)","(111, 2)","(1, 34)"
341.1,"(-3, -58)","(111, 2)","(2, 34)"
341.2,"(-3, -58)","(111, 2)","(3, 34)"
341.3,"(-3, -58)","(111, 2)","(3, 33)"
341.4,"(-3, -58)","(111, 2)","(4, 33)"
341.5,"(-3, -58)","(111, 2)","(4, 33)"
341.6,"(-3, -58)","(111, 2)","(5, 33)"
341.7,"(-3, -58)","(111, 2)","(5, 32)"
341.8,"(-3, -58)","(111, 2)","(5, 32)"
341.9,"(-3, -58)","(111, 2)","(5, 32)"
342.0,"(-3, -58)","(111, 2)","(5, 32)"
342.1,"(-3, -58)","(111, 2)","(5, 32)"
342.2,"(-3, -58)","(111, 2)","(5, 32)"
342.3,"(-3, -58)","(111, 2)","(5, 32)"
342.4,"(-3, -58)","(111, 2)","(5, 32)"
342.5,"(-3, -58)","(111, 2)","(5, 32)"
342.6,"(-3, -58)","(111, 2)","(5, 32)"
342.7,"(-3, -58)","(111, 2)","(5, 32)"
342.8,"(-3, -58)","(111, 2)","(5, 32)"
342.9,"(-3, -58)","(111, 2)","(5, 32)"
343.0,"(-3, -58)","(111, 2)","(5, 32)"
343.1,"(-3, -58)","(111, 2)","(5, 32)"
343.2,"(-3, -58)","(111, 2)","(5, 32)"
343.3,"(-3, -58)","(111, 2)","(5, 32)"
343.4,"(-3, -58)","(111, 2)","(5, 32)"
343.5,"(-3, -58)","(111, 2)","(5, 32)"
343.6,"(-3, -58)","(111, 2)","(5, 32)"
343.7,"(-3, -58)","(111, 2)","(5, 32)"
343.8,"(-3, -58)","(111, 2)","(5, 32)"
343.9,"(-3, -58)","(111, 2)","(5, 32)"
344.0,"(-3, -58)","(111, 2)","(5, 32)"
344.1,"(-3, -58)","(111, 2)","(5, 32)"
344.2,"(-3, -58)","(111, 2)","(5, 32)"
344.3,"(-3, -58)","(111, 2)","(5, 32)"
344.4,"(-3, -58)","(111, 2)","(5, 32)"
344.5,"(-3, -58)","(111, 2)","(5, 32)"
344.6,"(-3, -58)","(111, 2)","(5, 32)"
344.7,"(-3, -58)","(111, 2)","(5, 32)"
344.8,"(-3, -58)","(111, 2)","(5, 32)"
344.9,"(-3, -58)","(111, 2)","(5, 32)"
345.0,"(-3, -58)","(111, 2)","(5, 32)"
345.1,"(-3, -58)","(111, 2)","(5, 32)"
345.2,"(-3, -58)","(111, 2)","(5, 32)"
345.3,"(-3, -58)","(111, 2)","(5, 32)"
345.4,"(-3, -58)","(111, 2)","(5, 32)"
345.5,"(-3, -58)","(111, 2)","(5, 32)"
345.6,"(-3, -58)","(111, 2)","(5, 32)"
345.7,"(-3, -58)","(111, 2)","(5, 32)"
345.8,"(-3, -58)","(111, 2)","(5, 32)"
345.9,"(-3, -58)","(111, 2)","(5, 32)"
346.0,"(-3, -58)","(111, 2)","(5, 32)"
346.1,"(-3, -58)","(111, 2)","(5, 32)"
346.2,"(-3, -58)","(111, 2)","(5, 32)"
